level,ascension,base_hp,base_atk,base_def,ascension_stat,ascension_value
1,0,1010.5192260742188,26.06800079345703,61.0265998840332,crit_rate,0.05000000074505806
2,0,1094.3922659434174,28.23164341741176,66.0918042988369,crit_rate,0.05000000074505806
3,0,1178.2654262758952,30.395289148914344,71.15701598857822,crit_rate,0.05000000074505806
4,0,1263.1490325927734,32.58500099182129,76.2832498550415,crit_rate,0.05000000074505806
5,0,1347.0220724619721,34.74864361577602,81.3484542698452,crit_rate,0.05000000074505806
6,0,1431.9057992421294,36.93835856623082,86.4746954112461,crit_rate,0.05000000074505806
7,0,1515.7788391113281,39.10200119018555,91.5398998260498,crit_rate,0.05000000074505806
8,0,1600.6624454282064,41.29171303309249,96.66613369251309,crit_rate,0.05000000074505806
9,0,1685.5460517450847,43.48142487599944,101.79236755897637,crit_rate,0.05000000074505806
10,0,1769.4192120775624,45.64507060750202,106.85757924871768,crit_rate,0.05000000074505806
11,0,1854.3028183944407,47.834782450408966,111.98381311518096,crit_rate,0.05000000074505806
12,0,1939.186424711319,50.02449429331591,117.11004698164425,crit_rate,0.05000000074505806
13,0,2024.0700310281973,52.214206136222856,122.23628084810753,crit_rate,0.05000000074505806
14,0,2109.964203792755,54.42998719808202,127.42354416623039,crit_rate,0.05000000074505806
15,0,2194.8476896463544,56.61969593344111,132.54977075775605,crit_rate,0.05000000074505806
16,0,2279.7314164265117,58.80941088389591,137.67601189915695,crit_rate,0.05000000074505806
17,0,2365.6255891910696,61.02519194575507,142.8632752172798,crit_rate,0.05000000074505806
18,0,2450.509075044669,63.21490068111416,147.98950180880547,crit_rate,0.05000000074505806
19,0,2536.4032478092267,65.43068174297332,153.17676512692833,crit_rate,0.05000000074505806
20,0,2621.286974589384,67.62039669342812,158.30300626832923,crit_rate,0.05000000074505806
20,1,3487.7158075971965,89.96971615143593,210.62900648195227,crit_rate,0.05000000074505806
21,1,3573.6097394351964,92.18549099819938,215.8162552501999,crit_rate,0.05000000074505806
22,1,3659.5039121997543,94.40127206005855,221.00351856832276,crit_rate,0.05000000074505806
23,1,3745.398084964312,96.6170531219177,226.19078188644562,crit_rate,0.05000000074505806
24,1,3831.29225772887,98.83283418377687,231.37804520456848,crit_rate,0.05000000074505806
25,1,3917.186430493428,101.04861524563603,236.56530852269134,crit_rate,0.05000000074505806
26,1,4004.0910492423864,103.29046241889955,241.81359401753616,crit_rate,0.05000000074505806
27,1,4089.9852220069442,105.50624348075871,247.00085733565902,crit_rate,0.05000000074505806
28,1,4175.879394771502,107.72202454261787,252.18812065378188,crit_rate,0.05000000074505806
29,1,4262.784013520461,109.9638717158814,257.4364061486267,crit_rate,0.05000000074505806
30,1,4348.6781862850185,112.17965277774056,262.62366946674956,crit_rate,0.05000000074505806
31,1,4435.582805033977,114.42149995100408,267.8719549615944,crit_rate,0.05000000074505806
32,1,4522.487423782935,116.6633471242676,273.1202404564392,crit_rate,0.05000000074505806
33,1,4609.392042531894,118.90519429753112,278.368525951284,crit_rate,0.05000000074505806
34,1,4695.286215296452,121.12097535939029,283.5557892694069,crit_rate,0.05000000074505806
35,1,4782.19083404541,123.36282253265381,288.8040747642517,crit_rate,0.05000000074505806
36,1,4870.105898778769,125.63073581732169,294.1133824358185,crit_rate,0.05000000074505806
37,1,4957.010517527728,127.87258299058522,299.3616679306633,crit_rate,0.05000000074505806
38,1,5043.915136276686,130.11443016384874,304.60995342550814,crit_rate,0.05000000074505806
