level,ascension,hp,atk,def,ascension_stat,ascension_value
1,0,920.908935546875,18.698400497436523,54.36375045776367,atk%,0
2,0,997.344326258928,20.250366704457065,58.87593873872993,atk%,0
3,0,1072.8588747822214,21.783635866226177,63.333767209482176,atk%,0
4,0,1149.2943752751744,23.335604302269758,67.8459619711125,atk%,0
5,0,1224.8089237984677,24.86887346403887,72.30379044186475,atk%,0
6,0,1301.2443145105208,26.42083967105941,76.815978722831,atk%,0
7,0,1376.7588630338141,27.954108832828524,81.27380719358325,atk%,0
8,0,1453.1942537458672,29.506075039849065,85.78599547454951,atk%,0
9,0,1529.6297542388202,31.058043475892646,90.29819023617983,atk%,0
10,0,1605.1443027621135,32.59131263766176,94.75601870693208,atk%,0
11,0,1681.5796934741666,34.1432788446823,99.26820698789834,atk%,0
12,0,1757.09424199746,35.67654800645141,103.72603545865059,atk%,0
13,0,1833.529742490413,37.22851644249499,108.23823022028091,atk%,0
14,0,1909.0441812328063,38.761783375241066,112.69605221036909,atk%,0
15,0,1985.4795719448593,40.31374958226161,117.20824049133535,atk%,0
16,0,2061.9151822187123,41.86572024732823,121.72044173362974,atk%,0
17,0,2137.4297307420056,43.39898940909734,126.17827020438199,atk%,0
18,0,2213.8651214540587,44.95095561611788,130.69045848534824,atk%,0
19,0,2289.379669977352,46.48422477788699,135.1482869561005,atk%,0
20,0,2365.815060689405,48.036190984907535,139.66047523706675,atk%,0
20,1,3053.7811861776863,62.00518131083527,180.2729744741273,atk%,0
21,1,3129.2957347009797,63.53845047260438,184.73080294487954,atk%,0
22,1,3205.7311254130327,65.09041667962492,189.2429912258458,atk%,0
23,1,3282.1665161250858,66.64238288664546,193.75517950681206,atk%,0
24,1,3357.681064648379,68.17565204841458,198.2130079775643,atk%,0
25,1,3434.116674922232,69.7276227134812,202.7252092198587,atk%,0
26,1,3509.6310038837255,71.26088741720423,207.1830247292828,atk%,0
27,1,3586.0666141575784,72.81285808227085,211.6952259715772,atk%,0
28,1,3661.581162680872,74.34612724403996,216.15305444232945,atk%,0
29,1,3738.016553392925,75.8980934510605,220.6652427232957,atk%,0
30,1,3813.531101916218,77.43136261282962,225.12307119404795,atk%,0
