level,ascension,hp,atk,def,ascension_stat,ascension_value
1,0,820.6118774414062,13.355999946594238,56.080501556396484,HP,0
2,0,888.7226178784476,14.464547203399661,60.73518008359042,HP,0
3,0,956.0128059153794,15.559739428291323,65.33378217390054,HP,0
4,0,1024.1236441769797,16.66828827725601,69.98846738641123,HP,0
5,0,1091.4138322139115,17.763480502147672,74.58706947672135,HP,0
6,0,1159.524572650953,18.872027758953095,79.24174800391529,HP,0
7,0,1226.8147606878847,19.967219983844757,83.84035009422541,HP,0
8,0,1294.925501124926,21.07576724065018,88.49502862141935,HP,0
9,0,1363.0363393865264,22.184316089614867,93.14971383393004,HP,0
10,0,1430.3265274234582,23.27950831450653,97.74831592424016,HP,0
11,0,1498.4372678604996,24.388055571311952,102.4029944514341,HP,0
12,0,1565.7274558974314,25.483247796203614,107.00159654174422,HP,0
13,0,1633.8382941590316,26.5917966451683,111.6562817542549,HP,0
14,0,1701.1283843714045,27.6869872779007,116.25487715924828,HP,0
15,0,1769.239124808446,28.79553453470612,120.90955568644222,HP,0
16,0,1837.3500608946051,29.904084975830074,125.56424758426965,HP,0
17,0,1904.640248931537,30.999277200721735,130.16284967457977,HP,0
18,0,1972.7509893685783,32.10782445752716,134.8175282017737,HP,0
19,0,2040.04117740551,33.20301668241882,139.41613029208384,HP,0
20,0,2108.1519178425515,34.31156393922424,144.07080881927777,HP,0
20,1,2721.1910413777077,44.28941389955139,185.96580927704144,HP,0
21,1,2788.4812294146395,45.38460612444305,190.56441136735157,HP,0
22,1,2856.591969851681,46.493153381248476,195.2190898945455,HP,0
23,1,2924.7027102887223,47.6017006380539,199.87376842173944,HP,0
24,1,2991.992898325654,48.69689286294556,204.47237051204957,HP,0
25,1,3060.1038344118133,49.80544330406951,209.127062409877,HP,0
26,1,3127.3938267996273,50.900632344642645,213.72565112955363,HP,0
27,1,3195.5047628857865,52.0091827857666,218.38034302738106,HP,0
28,1,3262.7949509227183,53.10437501065826,222.97894511769118,HP,0
29,1,3330.9056913597597,54.21292226746368,227.63362364488512,HP,0
30,1,3398.1958793966915,55.308114492355344,232.23222573519524,HP,0
31,1,3466.306619833733,56.41666174916077,236.88690426238918,HP,0
32,1,3534.417360270774,57.52520900596619,241.54158278958312,HP,0
33,1,3601.707548307706,58.62040123085785,246.14018487989324,HP,0
34,1,3669.8182887447474,59.728948487663274,250.79486340708718,HP,0
35,1,3737.108476781679,60.824140712554936,255.3934654973973,HP,0
36,1,3805.2194128678384,61.93269115367889,260.04815739522473,HP,0
37,1,3872.5094052556524,63.02788019425202,264.64674611490136,HP,0
38,1,3940.6201456926938,64.13642745105744,269.3014246420953,HP,0
39,1,4008.731081778853,65.2449778921814,273.95611653992273,HP,0
40,1,4076.021074166667,66.34016693275453,278.55470525959936,HP,0
40,2,4511.601457467448,73.42969215553285,308.3222032759568,HP,0.05999999865889549
41,2,4579.712393553607,74.5382425966568,312.9768951737842,HP,0.05999999865889549
42,2,4647.002777239657,75.63343800586699,317.57551063472783,HP,0.05999999865889549
43,2,4715.113322027581,76.74198207835389,322.2301757912883,HP,0.05999999865889549
44,2,4782.40370571363,77.83717748756408,326.8287912522319,HP,0.05999999865889549
45,2,4850.514250501554,78.94572156005097,331.48345640879234,HP,0.05999999865889549
46,2,4918.625186587713,80.05427200117492,336.13814830661977,HP,0.05999999865889549
47,2,4985.915178975527,81.14946104174805,340.7367370262964,HP,0.05999999865889549
48,2,5054.026115061686,82.258011482872,345.39142892412383,HP,0.05999999865889549
49,2,5121.3161074495,83.35320052344514,349.99001764380046,HP,0.05999999865889549
50,2,5189.427043535659,84.46175096456909,354.6447095416279,HP,0.05999999865889549
50,3,5770.200969316909,93.91445062582397,394.33471198303414,HP,0.11999999731779099
51,3,5837.490961704723,95.0096396663971,398.93330070271077,HP,0.11999999731779099
52,3,5905.6018977908825,96.11819010752106,403.5879926005382,HP,0.11999999731779099
53,3,5973.712833877042,97.22674054864501,408.24268449836563,HP,0.11999999731779099
54,3,6041.002826264856,98.32192958921814,412.84127321804226,HP,0.11999999731779099
55,3,6109.113762351015,99.4304800303421,417.4959651158697,HP,0.11999999731779099
56,3,6176.403754738829,100.52566907091523,422.0945538355463,HP,0.11999999731779099
57,3,6244.514690824988,101.63421951203918,426.74924573337375,HP,0.11999999731779099
58,3,6311.804683212802,102.72940855261231,431.3478344530504,HP,0.11999999731779099
59,3,6379.915619298961,103.83795899373627,436.0025263508778,HP,0.11999999731779099
60,3,6448.02655538512,104.94650943486022,440.65721824870525,HP,0.11999999731779099
60,4,6883.606999721058,112.03603465763854,470.4247124503654,HP,0.11999999731779099
61,4,6950.896992108872,113.13122369821167,475.02330117004203,HP,0.11999999731779099
62,4,7019.007928195031,114.23977413933562,479.67799306786947,HP,0.11999999731779099
63,4,7086.297920582845,115.33496317990875,484.2765817875461,HP,0.11999999731779099
64,4,7154.408856669004,116.44351362103271,488.9312736853735,HP,0.11999999731779099
65,4,7221.698849056818,117.53870266160584,493.52986240505015,HP,0.11999999731779099
66,4,7289.8097851429775,118.64725310272979,498.1845543028776,HP,0.11999999731779099
67,4,7357.920329930901,119.75579717521668,502.839219459438,HP,0.11999999731779099
68,4,7425.210713616951,120.85099258442688,507.43783492038165,HP,0.11999999731779099
69,4,7493.321258404874,121.95953665691377,512.0925000769421,HP,0.11999999731779099
70,4,7560.611642090924,123.05473206612396,516.6911155378857,HP,0.11999999731779099
70,5,7996.191964356549,130.14425538155365,546.4586173689404,HP,0.18000000715255737
71,5,8064.302900442708,131.2528058226776,551.1133092667678,HP,0.18000000715255737
