level,ascension,base_atk,substat,substat_value
1,0,41.067100524902344,em,48
2,0,44.22926816610652,em,48
3,0,47.3914358073107,em,48
4,0,50.51253442892266,em,48
5,0,53.63363305053463,em,55.775997161865234
6,0,56.75473167214659,em,55.775997161865234
7,0,59.83476616974622,em,55.775997161865234
8,0,62.95586479135818,em,55.775997161865234
9,0,65.9948302693656,em,55.775997161865234
10,0,69.07486476696522,em,65.42400169372559
11,0,72.15489436898497,em,65.42400169372559
12,0,75.19385984699238,em,65.42400169372559
13,0,78.2328253249998,em,65.42400169372559
14,0,81.2717908030072,em,65.42400169372559
15,0,84.26969215700228,em,75.12000274658203
16,0,87.30865273942982,em,75.12000274658203
17,0,90.30654919784502,em,75.12000274658203
18,0,93.30445544741997,em,75.12000274658203
19,0,96.30235190583517,em,75.12000274658203
20,0,99.25918424023803,em,84.81599807739258
20,1,125.1591838587683,em,84.81599807739258
21,1,128.1570803171835,em,84.81599807739258
22,1,131.11391265158636,em,84.81599807739258
23,1,134.07074498598922,em,84.81599807739258
24,1,137.06864144440442,em,84.81599807739258
25,1,139.98440965479494,em,94.51199913024902
26,1,142.94123219803805,em,94.51199913024902
27,1,145.8980645324409,em,94.51199913024902
28,1,148.81383274283144,em,94.51199913024902
29,1,151.7706650772343,em,94.51199913024902
30,1,154.68642349646507,em,104.20800018310547
31,1,157.6021917068556,em,104.20800018310547
32,1,160.51795991724612,em,104.20800018310547
33,1,163.4337183364769,em,104.20800018310547
34,1,166.3494865468674,em,104.20800018310547
35,1,169.22418084208584,em,113.90399551391602
36,1,172.13994905247637,em,113.90399551391602
37,1,175.05570747170714,em,113.90399551391602
38,1,177.93040176692557,em,113.90399551391602
39,1,180.80510585330376,em,113.90399551391602
40,1,183.6798001485222,em,123.60000228881836
40,2,209.67980205587082,em,123.60000228881836
41,2,212.59557026626135,em,123.60000228881836
42,2,215.47026456147978,em,123.60000228881836
43,2,218.3449588566982,em,123.60000228881836
44,2,221.17859881906406,em,123.60000228881836
45,2,224.05328332312274,em,133.2959976196289
46,2,226.92798740950093,em,133.2959976196289
47,2,229.8026719135596,em,133.2959976196289
48,2,232.63631187592546,em,133.2959976196289
49,2,235.51101596230365,em,133.2959976196289
50,2,238.34463634235,em,142.99200439453125
50,3,264.2446378682289,em,142.99200439453125
51,3,267.07827783059474,em,142.99200439453125
52,3,269.9529623346534,em,142.99200439453125
53,3,272.7866022970193,em,142.99200439453125
54,3,275.6202226770656,em,142.99200439453125
55,3,278.45386263943146,em,152.6879997253418
56,3,281.2874830194778,em,152.6879997253418
57,3,284.12112298184365,em,152.6879997253418
58,3,286.95474336189,em,152.6879997253418
59,3,289.78838332425585,em,152.6879997253418
60,3,292.6220037043022,em,162.38399505615234
60,4,318.52199760078656,em,162.38399505615234
61,4,321.3556375631524,em,162.38399505615234
62,4,324.1481938191864,em,162.38399505615234
63,4,326.98181419923276,em,162.38399505615234
64,4,329.8154541615986,em,162.38399505615234
65,4,332.6080104176326,em,172.0800018310547
66,4,335.44165037999846,em,172.0800018310547
67,4,338.23420663603247,em,172.0800018310547
68,4,341.0678465983983,em,172.0800018310547
69,4,343.8604028544323,em,172.0800018310547
70,4,346.6529591104663,em,181.72800064086914
70,5,372.6529591104663,em,181.72800064086914
71,5,375.4865990728322,em,181.72800064086914
72,5,378.2791553288662,em,181.72800064086914
73,5,381.0717115849002,em,181.72800064086914
74,5,383.8642874232537,em,181.72800064086914
75,5,386.6568436792877,em,191.4239959716797
76,5,389.49048364165355,em,191.4239959716797
77,5,392.28303989768756,em,191.4239959716797
78,5,395.07559615372156,em,191.4239959716797
79,5,397.8681719920751,em,191.4239959716797
80,5,400.6607282481091,em,201.12000274658203
80,6,426.5607374033825,em,201.12000274658203
81,6,429.3122295354042,em,201.12000274658203
82,6,432.1047857914382,em,201.12000274658203
83,6,434.8973616297917,em,201.12000274658203
84,6,437.6899178858257,em,201.12000274658203
85,6,440.4824741418597,em,210.81600952148438
86,6,443.2750499802132,em,210.81600952148438
87,6,446.0265421122349,em,210.81600952148438
88,6,448.8190983682689,em,210.81600952148438
89,6,451.6116742066224,em,210.81600952148438
90,6,454.3631663386441,em,220.51199340820312
