level,ascension,base_atk,substat,substat_value
1,0,42.4010009765625,physical_dmg,0.11259999871253967
2,0,45.92028171228594,physical_dmg,0.11259999871253967
3,0,49.39716452022549,physical_dmg,0.11259999871253967
4,0,52.91645031054213,physical_dmg,0.11259999871253967
5,0,56.39333311848168,physical_dmg,0.13084119184618004
6,0,59.91261385420512,physical_dmg,0.13084119184618004
7,0,63.389496662144666,physical_dmg,0.13084119184618004
8,0,66.9087773978681,physical_dmg,0.13084119184618004
9,0,70.42806318818475,physical_dmg,0.13084119184618004
10,0,73.9049459961243,physical_dmg,0.15347380221838947
11,0,77.42422673184774,physical_dmg,0.15347380221838947
12,0,80.90110953978729,physical_dmg,0.15347380221838947
13,0,84.42039533010393,physical_dmg,0.15347380221838947
14,0,87.89727308345027,physical_dmg,0.15347380221838947
15,0,91.41655381917371,physical_dmg,0.1762190044281482
16,0,94.93584466408356,physical_dmg,0.1762190044281482
17,0,98.41272747202311,physical_dmg,0.1762190044281482
18,0,101.93200820774655,physical_dmg,0.1762190044281482
19,0,105.4088910156861,physical_dmg,0.1762190044281482
20,0,108.92817175140954,physical_dmg,0.19896419321494108
20,1,134.8281713699398,physical_dmg,0.19896419321494108
21,1,138.30505417787936,physical_dmg,0.19896419321494108
22,1,141.8243349136028,physical_dmg,0.19896419321494108
23,1,145.34361564932624,physical_dmg,0.19896419321494108
24,1,148.82049845726578,physical_dmg,0.19896419321494108
25,1,152.33978930217563,physical_dmg,0.2217093954246998
26,1,155.81666200092877,physical_dmg,0.2217093954246998
27,1,159.33595284583862,physical_dmg,0.2217093954246998
28,1,162.81283565377817,physical_dmg,0.2217093954246998
29,1,166.3321163895016,physical_dmg,0.2217093954246998
30,1,169.80899919744115,physical_dmg,0.24445459763445854
31,1,173.3282799331646,physical_dmg,0.24445459763445854
32,1,176.84756066888804,physical_dmg,0.24445459763445854
33,1,180.32444347682758,physical_dmg,0.24445459763445854
34,1,183.84372421255102,physical_dmg,0.24445459763445854
35,1,187.32060702049057,physical_dmg,0.2671997864212514
36,1,190.83989786540042,physical_dmg,0.2671997864212514
37,1,194.31677056415356,physical_dmg,0.2671997864212514
38,1,197.836051299877,physical_dmg,0.2671997864212514
39,1,201.35534214478685,physical_dmg,0.2671997864212514
40,1,204.83221484354,physical_dmg,0.289945002053976
40,2,230.83221675088862,physical_dmg,0.289945002053976
41,2,234.35150759579847,physical_dmg,0.289945002053976
42,2,237.82840051292442,physical_dmg,0.289945002053976
43,2,241.34767113946145,physical_dmg,0.289945002053976
44,2,244.8245640565874,physical_dmg,0.289945002053976
45,2,248.34383468312444,physical_dmg,0.3126901908407689
46,2,251.8631255280343,physical_dmg,0.3126901908407689
47,2,255.33999822678743,physical_dmg,0.3126901908407689
48,2,258.8592890716973,physical_dmg,0.3126901908407689
49,2,262.3361617704504,physical_dmg,0.3126901908407689
50,2,265.85545261536026,physical_dmg,0.33543540647349346
50,3,291.75545414123917,physical_dmg,0.33543540647349346
51,3,295.2323268399923,physical_dmg,0.33543540647349346
52,3,298.75161768490216,physical_dmg,0.33543540647349346
53,3,302.270908529812,physical_dmg,0.33543540647349346
54,3,305.74778122856515,physical_dmg,0.33543540647349346
55,3,309.267072073475,physical_dmg,0.35818059526028634
56,3,312.74394477222813,physical_dmg,0.35818059526028634
57,3,316.263235617138,physical_dmg,0.35818059526028634
58,3,319.7401083158911,physical_dmg,0.35818059526028634
59,3,323.25939916080097,physical_dmg,0.35818059526028634
60,3,326.7786900057108,physical_dmg,0.3809257840470792
60,4,352.6786839021952,physical_dmg,0.3809257840470792
61,4,356.15555660094833,physical_dmg,0.3809257840470792
62,4,359.6748474458582,physical_dmg,0.3809257840470792
63,4,363.1517201446113,physical_dmg,0.3809257840470792
64,4,366.67101098952116,physical_dmg,0.3809257840470792
65,4,370.1478836882743,physical_dmg,0.4036709996798038
66,4,373.66717453318415,physical_dmg,0.4036709996798038
67,4,377.1864451597212,physical_dmg,0.4036709996798038
68,4,380.66333807684714,physical_dmg,0.4036709996798038
69,4,384.1826087033842,physical_dmg,0.4036709996798038
70,4,387.6595016205101,physical_dmg,0.4263035966290474
70,5,413.6595016205101,physical_dmg,0.4263035966290474
71,5,417.17879246542,physical_dmg,0.4263035966290474
72,5,420.6556651641731,physical_dmg,0.4263035966290474
73,5,424.17495600908296,physical_dmg,0.4263035966290474
74,5,427.69422663562,physical_dmg,0.4263035966290474
75,5,431.17111955274595,physical_dmg,0.44904878541584026
76,5,434.690390179283,physical_dmg,0.44904878541584026
77,5,438.16728309640894,physical_dmg,0.44904878541584026
78,5,441.686553722946,physical_dmg,0.44904878541584026
79,5,445.1634466400719,physical_dmg,0.44904878541584026
80,5,448.68271726660896,physical_dmg,0.47179400104856484
80,6,474.5827264218824,physical_dmg,0.47179400104856484
81,6,478.10201726679225,physical_dmg,0.47179400104856484
82,6,481.5789101839182,physical_dmg,0.47179400104856484
83,6,485.09818081045523,physical_dmg,0.47179400104856484
84,6,488.5750737275812,physical_dmg,0.47179400104856484
85,6,492.0943443541182,physical_dmg,0.4945392166812894
86,6,495.57121705287136,physical_dmg,0.4945392166812894
87,6,499.0905078977812,physical_dmg,0.4945392166812894
88,6,502.56738059653435,physical_dmg,0.4945392166812894
89,6,506.0866714414442,physical_dmg,0.4945392166812894
90,6,509.60596228635404,physical_dmg,0.5172843786221506
