atk,def,ascension_stat,ascension_value
8.285900115966797,68.2061996459961,CRIT DMG,0.5
8.973629367273134,73.86731044391672,CRIT DMG,0.5
9.661359606335736,79.52842937264995,CRIT DMG,0.5
10.357375144958496,85.25774955749512,CRIT DMG,0.5
11.045104396264833,90.91886035541575,CRIT DMG,0.5
11.741120922643859,96.64818867107351,CRIT DMG,0.5
12.428850173950195,102.30929946899414,CRIT DMG,0.5
13.124865712572955,108.0386196538393,CRIT DMG,0.5
13.820881251195715,113.76793983868447,CRIT DMG,0.5
14.508611490258318,119.4290587674177,CRIT DMG,0.5
15.204627028881077,125.15837895226286,CRIT DMG,0.5
15.900642567503837,130.88769913710803,CRIT DMG,0.5
16.596658106126597,136.6170193219532,CRIT DMG,0.5
17.30095993206578,142.4145488937229,CRIT DMG,0.5
17.996974482932274,148.14386094775546,CRIT DMG,0.5
18.6929910093113,153.87318926341322,CRIT DMG,0.5
19.397292835250482,159.67071883518292,CRIT DMG,0.5
20.093307386116976,165.4000308892155,CRIT DMG,0.5
20.79760921205616,171.1975604609852,CRIT DMG,0.5
21.493625738435185,176.92688877664295,CRIT DMG,0.5
28.59751663427869,235.40888722024647,CRIT DMG,0.5
29.30181648470534,241.20640053039097,CRIT DMG,0.5
30.006118310644524,247.00393010216067,CRIT DMG,0.5
30.710420136583707,252.80145967393037,CRIT DMG,0.5
31.41472196252289,258.59898924570007,CRIT DMG,0.5
32.11902378846207,264.39651881746977,CRIT DMG,0.5
32.83161091396141,270.2622496453514,CRIT DMG,0.5
33.535912739900596,276.0597792171211,CRIT DMG,0.5
34.24021456583978,281.8573087888908,CRIT DMG,0.5
34.95280169133912,287.72303961677244,CRIT DMG,0.5
35.6571035172783,293.52056918854214,CRIT DMG,0.5
36.36969064277764,299.3863000164238,CRIT DMG,0.5
37.08227776827698,305.2520308443054,CRIT DMG,0.5
37.79486489377632,311.11776167218704,CRIT DMG,0.5
38.499166719715504,316.91529124395674,CRIT DMG,0.5
39.211753845214844,322.7810220718384,CRIT DMG,0.5
39.93262627027434,328.71495415583195,CRIT DMG,0.5
40.64521339577368,334.5806849837136,CRIT DMG,0.5
41.35780052127302,340.4464158115952,CRIT DMG,0.5
42.07038764677236,346.31214663947685,CRIT DMG,0.5
42.79126402285692,352.24611124672083,CRIT DMG,0.5
47.83876606371996,393.7991164652267,CRIT DMG,0.596000000834465
48.5513531892193,399.6648472931083,CRIT DMG,0.596000000834465
49.272225614278796,405.5987793771019,CRIT DMG,0.596000000834465
49.99309803933829,411.53271146109546,CRIT DMG,0.596000000834465
50.70568516483763,417.3984422889771,CRIT DMG,0.596000000834465
