Level,Ascension,HP,ATK,DEF,Ascension Stat,Ascension Value
1,0,762.656005859375,26.06800079345703,49.06060028076172,CRIT DMG,0.5
2,0,825.9564121608273,28.23164341741176,53.132627390370544,CRIT DMG,0.5
3,0,889.2569093779603,30.395289148914344,57.204660348458674,CRIT DMG,0.5
4,0,953.3200073242188,32.58500099182129,61.32575035095215,CRIT DMG,0.5
5,0,1016.6204136256711,34.74864361577602,65.39777746056097,CRIT DMG,0.5
6,0,1080.6836024876102,36.93835856623082,69.51887331153375,CRIT DMG,0.5
7,0,1143.9840087890625,39.10200119018555,73.59090042114258,CRIT DMG,0.5
8,0,1208.047106735321,41.29171303309249,77.71199042363605,CRIT DMG,0.5
9,0,1272.1102046815795,43.48142487599944,81.83308042612953,CRIT DMG,0.5
10,0,1335.4107018987124,45.64507060750202,85.90511338421766,CRIT DMG,0.5
11,0,1399.473799844971,47.834782450408966,90.02620338671113,CRIT DMG,0.5
12,0,1463.5368977912294,50.02449429331591,94.1472933892046,CRIT DMG,0.5
13,0,1527.599995737488,52.214206136222856,98.26838339169808,CRIT DMG,0.5
14,0,1592.4257853285526,54.42998719808202,102.4385362870762,CRIT DMG,0.5
15,0,1656.4887923591305,56.61969593344111,106.55962044109037,CRIT DMG,0.5
16,0,1720.5519812210696,58.80941088389591,110.68071629206315,CRIT DMG,0.5
17,0,1785.3777708121343,61.02519194575507,114.85086918744128,CRIT DMG,0.5
18,0,1849.4407778427121,63.21490068111416,118.97195334145545,CRIT DMG,0.5
19,0,1914.2665674337768,65.43068174297332,123.14210623683357,CRIT DMG,0.5
20,0,1978.329756295716,67.62039669342812,127.26320208780635,CRIT DMG,0.5
20,1,2632.2383256316534,89.96971615143593,169.3292039798962,CRIT DMG,0.5
21,1,2697.063933391357,92.18549099819938,173.4993451783157,CRIT DMG,0.5
22,1,2761.8897229824215,94.40127206005855,177.66949807369383,CRIT DMG,0.5
23,1,2826.715512573486,96.6170531219177,181.83965096907195,CRIT DMG,0.5
24,1,2891.541302164551,98.83283418377687,186.00980386445008,CRIT DMG,0.5
25,1,2956.3670917556155,101.04861524563603,190.1799567598282,CRIT DMG,0.5
26,1,3021.955482075806,103.29046241889955,194.39916669961167,CRIT DMG,0.5
27,1,3086.7812716668705,105.50624348075871,198.5693195949898,CRIT DMG,0.5
28,1,3151.607061257935,107.72202454261787,202.73947249036792,CRIT DMG,0.5
29,1,3217.1954515781254,109.9638717158814,206.95868243015138,CRIT DMG,0.5
30,1,3282.02124116919,112.17965277774056,211.1288353255295,CRIT DMG,0.5
31,1,3347.6096314893803,114.42149995100408,215.34804526531298,CRIT DMG,0.5
32,1,3413.1980218095705,116.6633471242676,219.56725520509644,CRIT DMG,0.5
33,1,3478.7864121297607,118.90519429753112,223.7864651448799,CRIT DMG,0.5
34,1,3543.6122017208254,121.12097535939029,227.95661804025804,CRIT DMG,0.5
35,1,3609.2005920410156,123.36282253265381,232.1758279800415,CRIT DMG,0.5
36,1,3675.5515830903314,125.63073581732169,236.44409496423032,CRIT DMG,0.5
37,1,3741.1399734105216,127.87258299058522,240.66330490401378,CRIT DMG,0.5
38,1,3806.728363730712,130.11443016384874,244.88251484379725,CRIT DMG,0.5
39,1,3872.316754050902,132.35627733711226,249.10172478358072,CRIT DMG,0.5
40,1,3938.6681087629404,134.62420305197156,253.37001516168675,CRIT DMG,0.5
40,2,4403.287371458253,150.5039828676454,283.2590151006516,CRIT DMG,0.596000000834465
41,2,4468.875761778443,152.7458300409089,287.47822504043506,CRIT DMG,0.596000000834465
42,2,4535.226752827759,155.0137433255768,291.7464920246239,CRIT DMG,0.596000000834465
43,2,4601.577743877075,157.28165661024468,296.0147590088127,CRIT DMG,0.596000000834465
44,2,4667.166134197265,159.5235037835082,300.23396894859616,CRIT DMG,0.596000000834465
45,2,4733.517125246581,161.7914170681761,304.50223593278497,CRIT DMG,0.596000000834465
46,2,4799.868479958619,164.0593427830354,308.770526310891,CRIT DMG,0.596000000834465
47,2,4866.219471007935,166.32725606770327,313.0387932950798,CRIT DMG,0.596000000834465
48,2,4932.570462057251,168.59516935237116,317.3070602792686,CRIT DMG,0.596000000834465
49,2,4999.684417498414,170.88916117863482,321.62440770178,CRIT DMG,0.596000000834465
50,2,5066.03540854773,173.1570744633027,325.8926746859688,CRIT DMG,0.596000000834465
50,3,5685.527718118043,194.330116760666,365.7446720614571,CRIT DMG,0.69200000166893
51,3,5751.8787091673585,196.59803004533387,370.0129390456459,CRIT DMG,0.69200000166893
52,3,5818.9923009458,198.89200944140612,374.33026307424007,CRIT DMG,0.69200000166893
53,3,5885.343655657838,201.15993515626542,378.5985534523461,CRIT DMG,0.69200000166893
54,3,5952.457247436279,203.45391455233766,382.91587748094025,CRIT DMG,0.69200000166893
55,3,6019.570839214721,205.7478939484099,387.2332015095344,CRIT DMG,0.69200000166893
56,3,6086.684794655885,208.04188577467357,391.5505489320458,CRIT DMG,0.69200000166893
57,3,6153.798386434326,210.33586517074582,395.86787296063994,CRIT DMG,0.69200000166893
58,3,6220.911978212767,212.62984456681806,400.1851969892341,CRIT DMG,0.69200000166893
59,3,6288.025933653931,214.92383639308173,404.5025444117455,CRIT DMG,0.69200000166893
60,3,6355.1395254323725,217.21781578915397,408.81986844033963,CRIT DMG,0.69200000166893
60,4,6819.758788127685,233.0975956048278,438.7088683793045,CRIT DMG,0.69200000166893
61,4,6886.872743568849,235.39158743109147,443.02621580181585,CRIT DMG,0.69200000166893
62,4,6953.98633534729,237.6855668271637,447.34353983041,CRIT DMG,0.69200000166893
63,4,7021.862527854857,240.00561233464032,451.7099209034095,CRIT DMG,0.69200000166893
64,4,7088.976483296021,242.29960416090398,456.0272683259209,CRIT DMG,0.69200000166893
65,4,7156.852675803588,244.6196496683806,460.3936493989204,CRIT DMG,0.69200000166893
66,4,7224.729231973877,246.93970760604861,464.7600538658371,CRIT DMG,0.69200000166893
67,4,7291.8428237523185,249.23368700212086,469.07737789443127,CRIT DMG,0.69200000166893
68,4,7359.719379922608,251.55374493978888,473.443782361348,CRIT DMG,0.69200000166893
69,4,7427.595572430175,253.8737904472655,477.8101634343475,CRIT DMG,0.69200000166893
70,4,7495.472128600464,256.1938483849335,482.1765679012642,CRIT DMG,0.69200000166893
70,5,7960.091269225464,272.0736243859101,512.0655754696236,CRIT DMG,0.7879999876022339
71,5,8027.967461733031,274.3936698933867,516.4319565426231,CRIT DMG,0.7879999876022339
72,5,8096.606618632446,276.7397939424591,520.8474180539451,CRIT DMG,0.7879999876022339
73,5,8164.483174802735,279.0598518801271,525.2138225208619,CRIT DMG,0.7879999876022339
74,5,8232.359367310302,281.3798973876037,529.5802035938614,CRIT DMG,0.7879999876022339
75,5,8300.998524209717,283.7260214366761,533.9956651051834,CRIT DMG,0.7879999876022339
76,5,8368.874716717284,286.0460669441527,538.3620461781829,CRIT DMG,0.7879999876022339
77,5,8437.5138736167,288.3921909932251,542.777507689505,CRIT DMG,0.7879999876022339
78,5,8506.153030516114,290.7383150422975,547.1929692008271,CRIT DMG,0.7879999876022339
79,5,8574.791823752807,293.08442666117844,551.6084073182319,CRIT DMG,0.7879999876022339
80,5,8643.430980652221,295.4305507102508,556.023868829554,CRIT DMG,0.7879999876022339
80,6,9108.050365417846,311.3103343406219,585.9128611391243,CRIT DMG,0.8840000033378601
81,6,9176.689522317261,313.6564583896943,590.3283226504464,CRIT DMG,0.8840000033378601
82,6,9245.328315553954,316.0025700085753,594.7437607678512,CRIT DMG,0.8840000033378601
83,6,9313.967472453369,318.34869405764766,599.1592222791733,CRIT DMG,0.8840000033378601
84,6,9382.606629352784,320.69481810672005,603.5746837904953,CRIT DMG,0.8840000033378601
85,6,9451.245786252199,323.04094215579244,607.9901453018174,CRIT DMG,0.8840000033378601
86,6,9520.647180218017,325.41311988607777,612.4546404636276,CRIT DMG,0.8840000033378601
87,6,9589.286337117432,327.75924393515015,616.8701019749496,CRIT DMG,0.8840000033378601
88,6,9658.68773108325,330.1314216654355,621.3345971367598,CRIT DMG,0.8840000033378601
89,6,9728.089852374513,332.50362425610365,625.7991390864045,CRIT DMG,0.8840000033378601
90,6,9796.729009273928,334.84974830517604,630.2146005977265,CRIT DMG,0.8840000033378601
