level,ascension,hp,atk,def,ascension_stat,ascension_value
1,0,1012.0880126953125,16.02720069885254,66.9532470703125,def%,0
2,0,1096.0912617672875,17.35745747034298,72.5103628737561,def%,0
3,0,1179.0824961819453,18.67168820277402,78.00053028285038,def%,0
4,0,1263.0858659042133,20.00194688485567,83.55765406774299,def%,0
5,0,1346.077100318871,21.316177617286712,89.04782147683727,def%,0
6,0,1430.080349390846,22.646434388777152,94.60493728028086,def%,0
7,0,1513.071583805504,23.960665121208194,100.09510468937515,def%,0
8,0,1597.074832877479,25.290921892698634,105.65222049281874,def%,0
9,0,1681.0782025997469,26.621180574780283,111.20934427771135,def%,0
10,0,1764.0694370144047,27.935411307211325,116.69951168680564,def%,0
11,0,1848.0726860863797,29.265668078701765,122.25662749024923,def%,0
12,0,1931.0639205010375,30.579898811132807,127.74679489934351,def%,0
13,0,2015.0672902233055,31.910157493214456,133.30391868423612,def%,0
14,0,2098.0584039876703,33.22438631505429,138.7940781118814,def%,0
15,0,2182.0616530596453,34.55464308654473,144.35119391532498,def%,0
16,0,2266.0651434322062,35.88490367921759,149.9083256816666,def%,0
17,0,2349.056377846864,37.19913441164863,155.3984930907609,def%,0
18,0,2433.059626918839,38.52939118313907,160.9556088942045,def%,0
19,0,2516.050861333497,39.84362191557011,166.44577630329877,def%,0
20,0,2600.054110405472,41.17387868706055,172.00289210674237,def%,0
20,1,3356.135653374222,53.14729883018799,222.02039393779705,def%,0
21,1,3439.1268877888797,54.461529562619035,227.51056134689134,def%,0
22,1,3523.1301368608547,55.791786334109474,233.06767715033493,def%,0
23,1,3607.1333859328297,57.122043105599914,238.62479295377852,def%,0
24,1,3690.1246203474875,58.43627383803096,244.1149603628728,def%,0
25,1,3774.1281107200484,59.766534430703814,249.67209212921443,def%,0
26,1,3857.1191038341203,61.08076134195244,255.16224357541068,def%,0
27,1,3941.1225942066812,62.411021934625296,260.7193753417523,def%,0
28,1,4024.113828621339,63.72525266705634,266.2095427508466,def%,0
29,1,4108.117077693314,65.05550943854678,271.7666585542902,def%,0
30,1,4191.108312107972,66.36974017097782,277.2568259633845,def%,0
31,1,4275.111561179947,67.69999694246826,282.81394176682807,def%,0
32,1,4359.114810251922,69.0302537139587,288.37105757027166,def%,0
33,1,4442.10604466658,70.34448444638974,293.86122497936594,def%,0
34,1,4526.109293738555,71.67474121788018,299.41834078280954,def%,0
35,1,4609.1005281532125,72.98897195031122,304.9085081919038,def%,0
36,1,4693.104018525773,74.31923254298408,310.46563995824545,def%,0
37,1,4776.095011639845,75.6334594542327,315.9557914044417,def%,0
38,1,4860.09826071182,76.96371622572315,321.5129072078853,def%,0
39,1,4944.101751084381,78.293976818396,327.0700389742269,def%,0
40,1,5027.092744198453,79.60820372964463,332.56019042042317,def%,0
40,2,5564.308564510953,88.11563380624375,368.0989401152474,def%,0.07500000298023224
41,2,5648.312054883514,89.44589439891661,373.656071881589,def%,0.07500000298023224
42,2,5731.303530598758,90.76012895253007,379.14625525358133,def%,0.07500000298023224
43,2,5815.306538370147,92.09038190283809,384.7033550941269,def%,0.07500000298023224
44,2,5898.298014085391,93.40461645645155,390.1935384661192,def%,0.07500000298023224
45,2,5982.30102185678,94.73486940675957,395.75063830666477,def%,0.07500000298023224
46,2,6066.304512229341,96.06512999943243,401.3077700730064,def%,0.07500000298023224
47,2,6149.2955053434125,97.37935691068105,406.79792151920265,def%,0.07500000298023224
48,2,6233.298995715973,98.70961750335391,412.3550532855443,def%,0.07500000298023224
49,2,6316.289988830045,100.02384441460254,417.8452047317405,def%,0.07500000298023224
50,2,6400.293479202606,101.3541050072754,423.40233649808215,def%,0.07500000298023224
50,3,7116.581320999481,112.6973438378418,470.7873386343126,def%,0.15000000596046448
51,3,7199.572314113553,114.01157074909042,476.27749008050887,def%,0.15000000596046448
52,3,7283.575804486114,115.34183134176328,481.8346218468505,def%,0.15000000596046448
53,3,7367.579294858675,116.67209193443614,487.3917536131921,def%,0.15000000596046448
54,3,7450.570287972747,117.98631884568476,492.8819050593884,def%,0.15000000596046448
55,3,7534.573778345308,119.31657943835762,498.43903682573,def%,0.15000000596046448
56,3,7617.56477145938,120.63080634960625,503.92918827192625,def%,0.15000000596046448
57,3,7701.568261831941,121.9610669422791,509.4863200382679,def%,0.15000000596046448
58,3,7784.5592549460125,123.27529385352773,514.9764714844641,def%,0.15000000596046448
59,3,7868.562745318573,124.60555444620059,520.5336032508058,def%,0.15000000596046448
60,3,7952.566235691134,125.93581503887344,526.0907350171474,def%,0.15000000596046448
60,4,8489.782056003634,134.44324606914688,561.6294770825771,def%,0.15000000596046448
61,4,8572.773049117706,135.7574729803955,567.1196285287733,def%,0.15000000596046448
62,4,8656.776539490267,137.08773357306836,572.676760295115,def%,0.15000000596046448
63,4,8739.767532604339,138.401960484317,578.1669117413112,def%,0.15000000596046448
64,4,8823.7710229769,139.73222107698984,583.7240435076528,def%,0.15000000596046448
