atk,def,ascension_stat,ascension_value
20.47920036315918,49.78575134277344,ATK,0
22.178972860533122,53.917965950418875,ATK,0
23.858267641860948,58.00039841515536,ATK,0
25.558042580545816,62.132618957724844,ATK,0
27.237337361873642,66.21505142246133,ATK,0
28.937109859247585,70.34726603010677,ATK,0
30.61640464057541,74.42969849484325,ATK,0
32.31617713794935,78.56191310248869,ATK,0
34.01595207663422,82.69413364505817,ATK,0
35.69524685796205,86.77656610979466,ATK,0
37.39501935533599,90.9087807174401,ATK,0
39.074314136663816,94.99121318217658,ATK,0
40.774089075348684,99.12343372474606,ATK,0
42.453381415365584,103.2058602545585,ATK,0
44.153153912739526,107.33807486220394,ATK,0
45.85293129273532,111.47030133969747,ATK,0
47.532226074063146,115.55273380443396,ATK,0
49.23199857143709,119.6849484120794,ATK,0
50.911293352764915,123.76738087681588,ATK,0
52.61106585013886,127.89959548446132,ATK,0
67.91043566215058,165.09209655257655,ATK,0
69.5897304434784,169.17452901731303,ATK,0
71.28950294085234,173.30674362495847,ATK,0
72.98927543822629,177.4389582326039,ATK,0
74.66857021955411,181.5213906973404,ATK,0
76.3683475995499,185.65361717483393,ATK,0
78.04763749825588,189.73603776972232,ATK,0
79.74741487825167,193.86826424721585,ATK,0
81.4267096595795,197.95069671195233,ATK,0
83.12648215695344,202.08291131959777,ATK,0
84.80577693828127,206.16534378433425,ATK,0
86.50554943565521,210.2975583919797,ATK,0
88.20532193302915,214.42977299962513,ATK,0
89.88461671435698,218.5122054643616,ATK,0
91.58438921173092,222.64442007200705,ATK,0
93.26368399305875,226.72685253674354,ATK,0
94.96346137305454,230.85907901423707,ATK,0
96.64275127176052,234.94149960912546,ATK,0
98.34252376913446,239.0737142167709,ATK,0
100.04230114913025,243.20594069426443,ATK,0
101.72159104783623,247.28836128915282,ATK,0
112.59219651658623,273.7146117469165,ATK,0.05999999865889549
114.29197389658202,277.84683822441,ATK,0.05999999865889549
115.9712735605317,281.9292825589946,ATK,0.05999999865889549
117.67104117528379,286.06148529679194,ATK,0.05999999865889549
119.35034083923347,290.1439296313765,ATK,0.05999999865889549
121.05010845398556,294.27613236917387,ATK,0.05999999865889549
122.74988583398135,298.4083588466674,ATK,0.05999999865889549
124.42917573268733,302.4907794415558,ATK,0.05999999865889549
126.12895311268312,306.6230059190493,ATK,0.05999999865889549
127.8082430113891,310.7054265139377,ATK,0.05999999865889549
129.5080203913849,314.83765299143124,ATK,0.05999999865889549
144.0021610163849,350.0726536017828,ATK,0.11999999731779099
145.68145091509086,354.1550741966712,ATK,0.11999999731779099
147.38122829508666,358.2873006741647,ATK,0.11999999731779099
149.08100567508245,362.41952715165826,ATK,0.11999999731779099
150.76029557378843,366.50194774654665,ATK,0.11999999731779099
152.46007295378422,370.6341742240402,ATK,0.11999999731779099
154.1393628524902,374.71659481892857,ATK,0.11999999731779099
155.839140232486,378.8488212964221,ATK,0.11999999731779099
157.51843013119196,382.9312418913105,ATK,0.11999999731779099
159.21820751118776,387.063468368804,ATK,0.11999999731779099
160.91798489118355,391.19569484629756,ATK,0.11999999731779099
171.78859035993355,417.62194148936396,ATK,0.11999999731779099
173.46788025863952,421.70436208425235,ATK,0.11999999731779099
175.16765763863532,425.8365885617459,ATK,0.11999999731779099
176.8469475373413,429.9190091566343,ATK,0.11999999731779099
178.5467249173371,434.0512356341278,ATK,0.11999999731779099
180.22601481604306,438.1336562290162,ATK,0.11999999731779099
181.92579219603886,442.26588270650973,ATK,0.11999999731779099
183.62555981079095,446.39808544430707,ATK,0.11999999731779099
185.30485947474062,450.48052977889165,ATK,0.11999999731779099
187.00462708949271,454.612732516689,ATK,0.11999999731779099
188.6839267534424,458.6951768512736,ATK,0.11999999731779099
199.5545322221924,485.1214311237345,ATK,0.18000000715255737
201.2543096021882,489.25365760122804,ATK,0.18000000715255737
202.93359950089416,493.33607819611643,ATK,0.18000000715255737
204.63337688088995,497.46830467360996,ATK,0.18000000715255737
206.33314449564205,501.6005074114073,ATK,0.18000000715255737
208.01244415959172,505.6829517459919,ATK,0.18000000715255737
209.7122117743438,509.81515448378923,ATK,0.18000000715255737
211.3915114382935,513.8975988183738,ATK,0.18000000715255737
213.09127905304558,518.0298015561712,ATK,0.18000000715255737
214.77057871699526,522.1122458907557,ATK,0.18000000715255737
216.47034633174735,526.2444486285531,ATK,0.18000000715255737
227.34095180049735,552.670702901014,ATK,0.23999999463558197
229.04072918049314,556.8029293785075,ATK,0.23999999463558197
230.72002884444282,560.8853737130921,ATK,0.23999999463558197
232.4197964591949,565.0175764508895,ATK,0.23999999463558197
234.0990961231446,569.100020785474,ATK,0.23999999463558197
235.79886373789668,573.2322235232714,ATK,0.23999999463558197
237.47815363660266,577.3146441181598,ATK,0.23999999463558197
239.17793101659845,581.4468705956533,ATK,0.23999999463558197
240.85722091530442,585.5292911905417,ATK,0.23999999463558197
242.55699829530022,589.6615176680352,ATK,0.23999999463558197
244.256775675296,593.7937441455288,ATK,0.23999999463558197
