level,ascension,hp,atk,def,ascension_stat,ascension_value
1,0,1210.7164306640625,8.285900115966797,68.2061996459961,crit_dmg,0.5
2,0,1311.2058274406882,8.973629367273134,73.86731044391672,crit_dmg,0.5
3,0,1411.6953685459594,9.661359606335736,79.52842937264995,crit_dmg,0.5
4,0,1513.3955383300781,10.357375144958496,85.25774955749512,crit_dmg,0.5
5,0,1613.8849351067038,11.045104396264833,90.91886035541575,crit_dmg,0.5
6,0,1715.585249219468,11.741120922643859,96.64818867107351,crit_dmg,0.5
7,0,1816.0746459960938,12.428850173950195,102.30929946899414,crit_dmg,0.5
8,0,1917.7748157802125,13.124865712572955,108.0386196538393,crit_dmg,0.5
9,0,2019.4749855643313,13.820881251195715,113.76793983868447,crit_dmg,0.5
10,0,2119.9645266696025,14.508611490258318,119.4290587674177,crit_dmg,0.5
11,0,2221.6646964537213,15.204627028881077,125.15837895226286,crit_dmg,0.5
12,0,2323.36486623784,15.900642567503837,130.88769913710803,crit_dmg,0.5
13,0,2425.065036021959,16.596658106126597,136.6170193219532,crit_dmg,0.5
14,0,2527.9759788135707,17.30095993206578,142.4145488937229,crit_dmg,0.5
15,0,2629.676004269044,17.996974482932274,148.14386094775546,crit_dmg,0.5
16,0,2731.3763183818082,18.6929910093113,153.87318926341322,crit_dmg,0.5
17,0,2834.28726117342,19.397292835250482,159.67071883518292,crit_dmg,0.5
18,0,2935.9872866288933,20.093307386116976,165.4000308892155,crit_dmg,0.5
19,0,3038.8982294205052,20.79760921205616,171.1975604609852,crit_dmg,0.5
20,0,3140.5985435332695,21.493625738435185,176.92688877664295,crit_dmg,0.5
20,1,4178.678377517645,28.59751663427869,235.40888722024647,crit_dmg,0.5
21,1,4281.589031651965,29.30181648470534,241.20640053039097,crit_dmg,0.5
22,1,4384.499974443577,30.006118310644524,247.00393010216067,crit_dmg,0.5
23,1,4487.410917235189,30.710420136583707,252.80145967393037,crit_dmg,0.5
24,1,4590.321860026801,31.41472196252289,258.59898924570007,crit_dmg,0.5
25,1,4693.232802818413,32.11902378846207,264.39651881746977,crit_dmg,0.5
26,1,4797.354374288872,32.83161091396141,270.2622496453514,crit_dmg,0.5
27,1,4900.265317080484,33.535912739900596,276.0597792171211,crit_dmg,0.5
28,1,5003.176259872096,34.24021456583978,281.8573087888908,crit_dmg,0.5
29,1,5107.297831342556,34.95280169133912,287.72303961677244,crit_dmg,0.5
30,1,5210.2087741341675,35.6571035172783,293.52056918854214,crit_dmg,0.5
31,1,5314.330345604627,36.36969064277764,299.3863000164238,crit_dmg,0.5
32,1,5418.451917075086,37.08227776827698,305.2520308443054,crit_dmg,0.5
33,1,5522.573488545546,37.79486489377632,311.11776167218704,crit_dmg,0.5
