level,ascension,base_hp,base_atk,base_def,ascension_stat,ascension_value
1,0,911.791015625,17.808000564575195,57.224998474121094,atk%,0
2,0,987.4696194878779,19.286063626419036,61.97467018218049,atk%,0
3,0,1062.236498421058,20.746319978408792,66.66712103939062,atk%,0
4,0,1137.9152109778952,22.22438516313173,71.41679956920143,atk%,0
5,0,1212.6820899110753,23.684641515121484,76.10925042641156,atk%,0
6,0,1288.3606937739532,25.162704576965325,80.85892213447096,atk%,0
7,0,1363.1275727071334,26.62296092895508,85.55137299168109,atk%,0
8,0,1438.8061765700113,28.10102399079892,90.30104469974049,atk%,0
9,0,1514.4848891268484,29.579089175521858,95.0507232295513,atk%,0
10,0,1589.2517680600286,31.039345527511614,99.74317408676143,atk%,0
11,0,1664.9303719229065,32.517408589355455,104.49284579482082,atk%,0
12,0,1739.6972508560866,33.97766494134521,109.18529665203096,atk%,0
13,0,1815.3759634129237,35.45573012606815,113.93497518184176,atk%,0
14,0,1890.1427336521447,36.91598435517881,118.62741921730048,atk%,0
15,0,1965.8213375150226,38.39404741702265,123.37709092535988,atk%,0
16,0,2041.500158765819,39.87211472462468,128.1267762769221,atk%,0
17,0,2116.267037698999,41.332371076614436,132.81922713413223,atk%,0
18,0,2191.945641561877,42.81043413845828,137.56889884219163,atk%,0
19,0,2266.712520495057,44.27069049044803,142.26134969940176,atk%,0
20,0,2342.391124357935,45.74875355229187,147.01102140746116,atk%,0
20,1,3023.54566537356,59.0525531815033,189.76102140746116,atk%,0
21,1,3098.31254430674,60.512809533493055,194.4534722646713,atk%,0
22,1,3173.991148169618,61.990872595336896,199.2031439727307,atk%,0
23,1,3249.669752032496,63.46893565718074,203.95281568079008,atk%,0
24,1,3324.436630965676,64.92919200917049,208.64526653800021,atk%,0
25,1,3400.1154522164725,66.40725931677252,213.39495188956244,atk%,0
26,1,3474.882113761734,67.86751142300409,218.08738910326974,atk%,0
27,1,3550.5609350125305,69.34557873060612,222.83707445483196,atk%,0
28,1,3625.3278139457107,70.80583508259588,227.5295253120421,atk%,0
29,1,3701.0064178085886,72.28389814443972,232.2791970201015,atk%,0
30,1,3775.7732967417687,73.74415449642947,236.97164787731163,atk%,0
31,1,3851.4519006046467,75.22221755827331,241.72131958537102,atk%,0
32,1,3927.1305044675246,76.70028062011716,246.47099129343042,atk%,0
33,1,4001.8973834007047,78.16053697210691,251.16344215064055,atk%,0
34,1,4077.5759872635826,79.63860003395075,255.91311385869994,atk%,0
35,1,4152.342866196763,81.09885638594051,260.6055647159101,atk%,0
36,1,4228.021687447559,82.57692369354254,265.3552500674723,atk%,0
37,1,4302.788348992821,84.0371757997741,270.0476872811796,atk%,0
38,1,4378.466952855699,85.51523886161795,274.797358989239,atk%,0
39,1,4454.145774106495,86.99330616921998,279.5470443408012,atk%,0
40,1,4528.912435651757,88.45355827545154,284.23948155450853,atk%,0
40,2,5012.890707136132,97.90625889038074,314.61448155450853,atk%,0.05999999865889549
41,2,5088.569528386928,99.38432619798277,319.36416690607075,atk%,0.05999999865889549
42,2,5163.336624708027,100.84458679573072,324.0566314067837,atk%,0.05999999865889549
43,2,5239.015011182986,102.32264561181637,328.8062894713403,atk%,0.05999999865889549
44,2,5313.782107504085,103.78290620956432,333.49875397205324,atk%,0.05999999865889549
45,2,5389.460493979044,105.26096502564997,338.2484120366098,atk%,0.05999999865889549
46,2,5465.139315229841,106.739032333252,342.998097388172,atk%,0.05999999865889549
47,2,5539.905976775102,108.19928443948356,347.69053460187934,atk%,0.05999999865889549
48,2,5615.584798025899,109.6773517470856,352.44021995344156,atk%,0.05999999865889549
49,2,5690.35145957116,111.13760385331716,357.13265716714886,atk%,0.05999999865889549
50,2,5766.030280821957,112.61567116091919,361.8823425187111,atk%,0.05999999865889549
50,3,6411.334602111019,125.21927070925904,402.3823425187111,atk%,0.11999999731779099
51,3,6486.101263656281,126.6795228154906,407.0747797324184,atk%,0.11999999731779099
52,3,6561.780084907077,128.15759012309263,411.8244650839806,atk%,0.11999999731779099
53,3,6637.458906157874,129.63565743069466,416.57415043554283,atk%,0.11999999731779099
54,3,6712.225567703135,131.09590953692623,421.26658764925014,atk%,0.11999999731779099
55,3,6787.904388953932,132.57397684452826,426.01627300081236,atk%,0.11999999731779099
56,3,6862.671050499193,134.03422895075983,430.70871021451967,atk%,0.11999999731779099
57,3,6938.34987174999,135.51229625836186,435.4583955660819,atk%,0.11999999731779099
58,3,7013.116533295251,136.97254836459342,440.1508327797892,atk%,0.11999999731779099
59,3,7088.795354546048,138.45061567219545,444.9005181313514,atk%,0.11999999731779099
60,3,7164.474175796844,139.9286829797975,449.65020348291364,atk%,0.11999999731779099
60,4,7648.452325210907,149.381384548401,480.02520348291364,atk%,0.11999999731779099
61,4,7723.218986756168,150.84163665463257,484.71764069662095,atk%,0.11999999731779099
62,4,7798.897808006965,152.3197039622346,489.46732604818317,atk%,0.11999999731779099
63,4,7873.664469552226,153.77995606846616,494.1597632618905,atk%,0.11999999731779099
64,4,7949.343290803023,155.2580233760682,498.9094486134527,atk%,0.11999999731779099
65,4,8024.109952348284,156.71827548229976,503.60188582716,atk%,0.11999999731779099
66,4,8099.788773599081,158.1963427899018,508.3515711787222,atk%,0.11999999731779099
67,4,8175.46716007404,159.67440160598744,513.1012292432788,atk%,0.11999999731779099
68,4,8250.234256395139,161.1346622037354,517.7936937439918,atk%,0.11999999731779099
69,4,8325.912642870098,162.61272101982104,522.5433518085483,atk%,0.11999999731779099
70,4,8400.679739191197,164.07298161756898,527.2358163092613,atk%,0.11999999731779099
70,5,8884.658010675572,173.52567937147523,557.6108163092613,atk%,0.18000000715255737
71,5,8960.336831926368,175.00374667907727,562.3605016608235,atk%,0.18000000715255737
72,5,9035.10349347163,176.46399878530883,567.0529388745308,atk%,0.18000000715255737
73,5,9110.782314722426,177.94206609291086,571.802624226093,atk%,0.18000000715255737
74,5,9186.460701197386,179.4201249089965,576.5522822906496,atk%,0.18000000715255737
75,5,9261.227797518484,180.88038550674446,581.2447467913626,atk%,0.18000000715255737
76,5,9336.906183993444,182.3584443228301,585.9944048559191,atk%,0.18000000715255737
77,5,9411.673280314542,183.81870492057806,590.6868693566321,atk%,0.18000000715255737
78,5,9487.351666789502,185.2967637366637,595.4365274211887,atk%,0.18000000715255737
79,5,9562.1187631106,186.75702433441165,600.1289919219016,atk%,0.18000000715255737
80,5,9637.79714958556,188.2350831504973,604.8786499864582,atk%,0.18000000715255737
80,6,10121.775421069935,197.68778471910082,635.2536499864582,atk%,0.23999999463558197
81,6,10197.454242320731,199.16585202670285,640.0033353380204,atk%,0.23999999463558197
82,6,10272.22133864183,200.6261126244508,644.6957998387334,atk%,0.23999999463558197
83,6,10347.89972511679,202.10417144053645,649.4454579032899,atk%,0.23999999463558197
84,6,10422.666821437888,203.5644320382844,654.1379224040029,atk%,0.23999999463558197
85,6,10498.345207912847,205.04249085437004,658.8875804685595,atk%,0.23999999463558197
86,6,10573.11186945811,206.5027429606016,663.5800176822668,atk%,0.23999999463558197
87,6,10648.790690708905,207.98081026820364,668.329703033829,atk%,0.23999999463558197
88,6,10723.557352254167,209.4410623744352,673.0221402475363,atk%,0.23999999463558197
89,6,10799.236173504964,210.91912968203724,677.7718255990985,atk%,0.23999999463558197
90,6,10874.91499475576,212.39719698963927,682.5215109506607,atk%,0.23999999463558197
