level,ascension,base_atk,substat,substat_value
1,0,43.734901428222656,atk%,0.05999999865889549
2,0,47.58357533985509,atk%,0.05999999865889549
3,0,51.43224403788099,atk%,0.05999999865889549
4,0,55.28091794951342,atk%,0.05999999865889549
5,0,59.17332359270131,atk%,0.06971999489396818
6,0,63.065729235889194,atk%,0.06971999489396818
7,0,66.95813487907708,atk%,0.06971999489396818
8,0,70.89427746742695,atk%,0.06971999489396818
9,0,74.78668311061483,atk%,0.06971999489396818
10,0,78.72282048535817,atk%,0.08178000028923149
11,0,82.70270001887002,atk%,0.08178000028923149
12,0,86.63883739361336,atk%,0.08178000028923149
13,0,90.6187169271252,atk%,0.08178000028923149
14,0,94.55485430186855,atk%,0.08178000028923149
15,0,98.5347338353804,atk%,0.09390000133439891
16,0,102.5583451004477,atk%,0.09390000133439891
17,0,106.53822463395954,atk%,0.09390000133439891
18,0,110.51809374025834,atk%,0.09390000133439891
19,0,114.54170500532564,atk%,0.09390000133439891
20,0,118.56531627039294,atk%,0.10601999522700911
20,1,144.46531588892321,atk%,0.10601999522700911
21,1,148.48892715399052,atk%,0.10601999522700911
22,1,152.51253841905782,atk%,0.10601999522700911
23,1,156.53614968412512,atk%,0.10601999522700911
24,1,160.60349268074788,atk%,0.10601999522700911
25,1,164.62710394581518,atk%,0.11813999627217653
26,1,168.694457369651,atk%,0.11813999627217653
27,1,172.76180036627375,atk%,0.11813999627217653
28,1,176.8291433628965,atk%,0.11813999627217653
29,1,180.89648635951926,atk%,0.11813999627217653
30,1,184.96383978335507,atk%,0.13025999731734395
31,1,189.07491451153328,atk%,0.13025999731734395
32,1,193.14225750815604,atk%,0.13025999731734395
33,1,197.2533426635473,atk%,0.13025999731734395
34,1,201.3206960873831,atk%,0.13025999731734395
35,1,205.43177081556132,atk%,0.14237999120995415
36,1,209.54284554373953,atk%,0.14237999120995415
37,1,213.65394112634385,atk%,0.14237999120995415
38,1,217.76501585452206,atk%,0.14237999120995415
39,1,221.87609058270027,atk%,0.14237999120995415
40,1,225.98716531087848,atk%,0.15449999940767878
40,2,251.9871672182271,atk%,0.15449999940767878
41,2,256.09826280083144,atk%,0.15449999940767878
42,2,260.20933752900964,atk%,0.15449999940767878
43,2,264.3641439887433,atk%,0.15449999940767878
44,2,268.47523957134763,atk%,0.15449999940767878
45,2,272.6300460310813,atk%,0.16661999330028898
46,2,276.78487334524107,atk%,0.16661999330028898
47,2,280.8959480734193,atk%,0.16661999330028898
48,2,285.05075453315294,atk%,0.16661999330028898
49,2,289.2055818473127,atk%,0.16661999330028898
50,2,293.3603883070464,atk%,0.1787400014980136
50,3,319.2603898329253,atk%,0.1787400014980136
51,3,323.41521714708506,atk%,0.1787400014980136
52,3,327.5700236068187,atk%,0.1787400014980136
53,3,331.7248509209785,atk%,0.1787400014980136
54,3,335.87965738071216,atk%,0.1787400014980136
55,3,340.0344638404458,atk%,0.19085999539062382
56,3,344.23302288616105,atk%,0.19085999539062382
57,3,348.3878293458947,atk%,0.19085999539062382
58,3,352.5426566600545,atk%,0.19085999539062382
59,3,356.7411948513436,atk%,0.19085999539062382
60,3,360.8960221655034,atk%,0.20297998928323402
60,4,386.79601606198776,atk%,0.20297998928323402
61,4,390.9945542532769,atk%,0.20297998928323402
62,4,395.14938156743665,atk%,0.20297998928323402
63,4,399.3479406131519,atk%,0.20297998928323402
64,4,403.546478804441,atk%,0.20297998928323402
65,4,407.70130611860077,atk%,0.21509999748095865
66,4,411.8998443098899,atk%,0.21509999748095865
67,4,416.0984033556051,atk%,0.21509999748095865
68,4,420.29694154689423,atk%,0.21509999748095865
69,4,424.49550059260946,atk%,0.21509999748095865
70,4,428.6940596383247,atk%,0.22715999572366474
70,5,454.6940596383247,atk%,0.22715999572366474
71,5,458.8925978296138,atk%,0.22715999572366474
72,5,463.09115687532903,atk%,0.22715999572366474
73,5,467.28969506661815,atk%,0.22715999572366474
74,5,471.4882541123334,atk%,0.22715999572366474
75,5,475.6867923036225,atk%,0.23927998961627495
76,5,479.8853513493377,atk%,0.23927998961627495
77,5,484.08388954062684,atk%,0.23927998961627495
78,5,488.2824694407682,atk%,0.23927998961627495
79,5,492.52471850918664,atk%,0.23927998961627495
80,5,496.723298409328,atk%,0.2513999978139996
80,6,522.6233075646014,atk%,0.2513999978139996
81,6,526.8218457558905,atk%,0.2513999978139996
82,6,531.0641365331612,atk%,0.2513999978139996
83,6,535.2626747244503,atk%,0.2513999978139996
84,6,539.4612546245917,atk%,0.2513999978139996
85,6,543.7035036930101,atk%,0.2635200060117242
86,6,547.9020835931515,atk%,0.2635200060117242
87,6,552.1443743704222,atk%,0.2635200060117242
88,6,556.3429125617113,atk%,0.2635200060117242
89,6,560.585203338982,atk%,0.2635200060117242
90,6,564.7837415302711,atk%,0.27563998559922
