level,ascension,hp,atk,def,ascension_stat,ascension_value
1,0,793.2581787109375,18.698400497436523,50.358001708984375,atk%,0
2,0,859.0985636663681,20.250366704457065,54.53771306537237,atk%,0
3,0,924.1457479378441,21.783635866226177,58.66707006996148,atk%,0
4,0,989.9862274570187,23.335604302269758,62.84678742949109,atk%,0
5,0,1055.0334117284947,24.86887346403887,66.9761444340802,atk%,0
6,0,1120.8737966839253,26.42083967105941,71.1558557904682,atk%,0
7,0,1185.9209809554013,27.954108832828524,75.2852127950573,atk%,0
8,0,1251.761365910832,29.506075039849065,79.4649241514453,atk%,0
9,0,1317.6018454300065,31.058043475892646,83.6446415109749,atk%,0
10,0,1382.6490297014825,32.59131263766176,87.77399851556402,atk%,0
11,0,1448.4894146569131,34.1432788446823,91.95370987195201,atk%,0
12,0,1513.5365989283891,35.67654800645141,96.08306687654112,atk%,0
13,0,1579.3770784475637,37.22851644249499,100.26278423607073,atk%,0
14,0,1644.4241681552958,38.761783375241066,104.39213523751823,atk%,0
15,0,1710.2645531107264,40.31374958226161,108.57184659390623,atk%,0
16,0,1776.1051271936449,41.86572024732823,112.75156995657744,atk%,0
17,0,1841.1523114651209,43.39898940909734,116.88092696116655,atk%,0
18,0,1906.9926964205515,44.95095561611788,121.06063831755455,atk%,0
19,0,1972.0398806920275,46.48422477788699,125.18999532214366,atk%,0
20,0,2037.8802656474581,48.036190984907535,129.36970667853166,atk%,0
20,1,2630.484757834958,62.00518131083527,166.98970561041642,atk%,0
21,1,2695.531942106434,63.53845047260438,171.11906261500553,atk%,0
22,1,2761.372327061865,65.09041667962492,175.29877397139353,atk%,0
23,1,2827.2127120172954,66.64238288664546,179.47848532778153,atk%,0
24,1,2892.2598962887714,68.17565204841458,183.60784233237064,atk%,0
25,1,2958.10047037169,69.7276227134812,187.78756569504185,atk%,0
26,1,3023.147465515678,71.26088741720423,191.91691069334775,atk%,0
27,1,3088.9880395985965,72.81285808227085,196.09663405601896,atk%,0
28,1,3154.0352238700725,74.34612724403996,200.22599106060807,atk%,0
29,1,3219.875608825503,75.8980934510605,204.40570241699606,atk%,0
30,1,3284.922793096979,77.43136261282962,208.53505942158517,atk%,0
31,1,3350.76317805241,78.98332881985016,212.71477077797317,atk%,0
32,1,3416.6035630078404,80.5352950268707,216.89448213436117,atk%,0
33,1,3481.6507472793164,82.06856418863981,221.02383913895028,atk%,0
34,1,3547.491132234747,83.62053039566035,225.20355049533828,atk%,0
35,1,3612.538316506223,85.15379955742947,229.3329074999274,atk%,0
36,1,3678.3788905891415,86.70577022249608,233.5126308625986,atk%,0
37,1,3743.4258857331297,88.23903492621912,237.6419758609045,atk%,0
38,1,3809.2662706885603,89.79100113323966,241.8216872172925,atk%,0
39,1,3875.106844771479,91.34297179830628,246.0014105799637,atk%,0
40,1,3940.153839915467,92.87623650202931,250.1307555782696,atk%,0
40,2,4361.214875071717,102.80157143244924,276.8607551205059,atk%,0.05999999865889549
41,2,4427.055449154635,104.35354209751586,281.04047848317714,atk%,0.05999999865889549
42,2,4492.102822553599,105.88681571733105,285.16984749404946,atk%,0.05999999865889549
43,2,4557.943018381542,107.43877746630551,289.34954684415425,atk%,0.05999999865889549
44,2,4622.990391780506,108.9720510861207,293.47891585502657,atk%,0.05999999865889549
45,2,4688.830587608449,110.52401283509516,297.65861520513135,atk%,0.05999999865889549
46,2,4754.671161691367,112.07598350016178,301.83833856780257,atk%,0.05999999865889549
47,2,4819.718156835355,113.60924820388482,305.96768356610846,atk%,0.05999999865889549
48,2,4885.558730918274,115.16121886895144,310.1474069287797,atk%,0.05999999865889549
49,2,4950.605726062262,116.69448357267447,314.27675192708557,atk%,0.05999999865889549
50,2,5016.44630014518,118.24645423774109,318.4564752897568,atk%,0.05999999865889549
50,3,5577.861095067055,131.48023414496765,354.0964746794052,atk%,0.11999999731779099
51,3,5642.908090211044,133.0134988486907,358.2258196777111,atk%,0.11999999731779099
52,3,5708.748664293962,134.5654695137573,362.4055430403823,atk%,0.11999999731779099
53,3,5774.5892383768805,136.11744017882393,366.58526640305354,atk%,0.11999999731779099
54,3,5839.636233520869,137.65070488254696,370.71461140135943,atk%,0.11999999731779099
55,3,5905.476807603787,139.20267554761358,374.89433476403065,atk%,0.11999999731779099
56,3,5970.523802747775,140.73594025133661,379.02367976233654,atk%,0.11999999731779099
57,3,6036.364376830694,142.28791091640323,383.20340312500775,atk%,0.11999999731779099
58,3,6101.411371974682,143.82117562012627,387.33274812331365,atk%,0.11999999731779099
59,3,6167.2519460576,145.3731462851929,391.51247148598486,atk%,0.11999999731779099
